0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,1020,,,,,,,,,,,60 min 100W,absolute error ,0 min 100 W,error,75min 50W,error,0 min 50 W,error,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,14-19%,,,,percentage,thickness,,0,0,0,0,0,0,0,0,,
Temp,Fluence,Integrated Absorbance,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,,,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,,,,temp,fluence,norm. int. absorbance,error,temp,fluence,norm. int. absorbance,error,,,,1.62E+17,4.2E+16,1.62E+17,4.2E+16,1.515E+17,2.25E+16,1.515E+17,2.25E+16,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.54E+17,0.054789422,0.015260387,20,1.54E+17,0.232810008,0.064844102,,,,,,,,,,,,,
20K,1.62E+17,0.32728,0.050576418,10,1.62E+17,0.75803,0.117287637,0.2,0.037147103,0.29902,0.051994436,0.2686,0.099725254,,,0.068809725,0.038088542,20K,1.515E+17,0.27139,0.039360406,0.19057,0.02985119,0.21829,0.032272324,0.22484,0.03376483,0.033812188,0.004035082,12.5,1.515E+17,0.22411,0.03466512,0.18997,0.031091653,0.032878386,0.001786733,20K,1.62E+17,0.1582,0.187997623,0.22483,0.218430001,0.203213812,0.021518941,10,1.62E+17,0.3109,0.284290417,0.2106,0.28125,0.408,0.43427355,0.3593,0.415039852,0.2453,0.252029179,0.345648145,0.084547501,20K,1.515E+17,0.1091,0.158,0.13,0.149,0.1535,0.006363961,12.5,1.515E+17,0.2537,0.292449568,,,0.002160312,0.005016439,0.001907022,0.002498928,0.010234554,0.004914236,0.001577835,0.001292418,0.001318747,0.001401492,0.001397623,0.001482038,0.001406491,0.001444265,0.061765828,0.058676192,0.06022101,0.071896306,0.103878047,0.127947316,0.132688162,0.071605903,0.101603147,0.062965376,0.047251619,0.055108498,0.093239549,,,,50,6.17E+17,0.08483813,0.023629793,50,6.17E+17,0.553953155,0.154291455,,,,,,,,,,,,,
30K,3.24E+17,0.44564,0.068867254,20,3.24E+17,0.92363,0.142910413,0.2921,0.054253343,0.40009,0.069568771,0.3246,0.120516819,,,0.096812336,0.041794796,30K,3.03E+17,0.41206,0.059762146,0.29128,0.045626566,0.32403,0.047905086,0.35254,0.052941883,0.05155892,0.006264951,25,3.03E+17,0.37472,0.05796133,0.26885,0.044001637,0.050981483,0.006979847,30K,3.24E+17,0.2239,0.26607249,0.26069,0.253269212,0.259670851,0.009053285,20,3.24E+17,0.4673,0.427304316,0.3432,0.458333333,0.5964,0.634805748,0.5273,0.60910246,0.391,0.401726087,0.525991907,0.10788754,30K,3.03E+17,0.1631,0.236,0.1916,0.22,0.228,0.011313708,25,3.03E+17,0.291,0.335446686,,,0.002941633,0.006112651,0.002785239,0.003343632,0.012368779,0.006152575,0.002395715,0.001975437,0.001957568,0.002197511,0.002131558,0.002478063,0.001990514,0.002234289,0.087440982,0.068043596,0.077742289,0.108149179,0.169454148,0.187338238,0.195028646,0.114223806,0.154838803,0.094153,0.069655659,0.08190433,0.106970334,,1.62E+17,0.068809725,100,1.39E+18,0.06918975,0.019271281,70,9.26E+17,0.55654102,0.155012248,,,,,,,,,,,,,
40K,4.86E+17,0.55619,0.085951167,30,4.86E+17,0.97056,0.150171747,0.3629,0.067403418,0.44847,0.077981221,0.5374,0.199524764,,,0.123770287,0.062475703,40K,4.545E+17,0.51789,0.07511095,0.37986,0.05950188,0.36752,0.054334713,0.41924,0.062958402,0.062976486,0.008831736,37.5,4.545E+17,0.45823,0.070878577,0.32212,0.052720131,0.061799354,0.009079223,40K,4.86E+17,0.3175,0.377302436,0.32472,0.315476538,0.346389487,0.043717512,30,4.86E+17,0.57,0.521214338,0.3295,0.440037393,0.7015,0.746673763,0.6069,0.701051173,0.4819,0.495119696,0.595720506,0.134796258,40K,4.545E+17,0.1948,0.281,0.2318,0.266,0.2735,0.010606602,37.5,4.545E+17,0.2839,0.327262248,,,0.00367144,0.006423343,0.003460376,0.003747989,0.020481464,0.008528293,0.003011058,0.002576208,0.002220317,0.0026133,0.002605221,0.003030362,0.002384931,0.002707647,0.124063766,0.084779485,0.104421625,0.132008182,0.162669163,0.220613675,0.224677853,0.140869713,0.176167717,0.112473118,0.084284853,0.098378986,0.104356028,,3.24E+17,0.096812336,130,1.85E+18,0.003448791,0.000960585,100,1.39E+18,0.46789718,0.130322458,,,,,,,,,,,,,
50K,6.48E+17,0.66476,0.102729099,40,6.48E+17,1.03081,0.159494043,0.4261,0.079141902,0.49361,0.08583029,0.5073,0.188349298,,,0.128203883,0.054157623,50K,6.06E+17,0.56082,0.081337201,0.41581,0.065133145,0.38319,0.05665139,0.45003,0.06758222,0.067675989,0.010241181,50,6.06E+17,0.50789,0.078559938,0.3673,0.060114566,0.069337252,0.009222686,50K,6.48E+17,0.3546,0.421390374,0.35155,0.341542796,0.381466585,0.056460764,40,6.48E+17,0.6248,0.571324067,0.3228,0.431089744,0.7391,0.786695051,0.6717,0.775903893,0.5673,0.582862427,0.644137779,0.150889436,50K,6.06E+17,0.2034,0.294,0.2643,0.303,0.2985,0.006363961,50,6.06E+17,0.3762,0.433659942,,,0.004388224,0.006822241,0.004063064,0.004125278,0.01933364,0.008586056,0.003260682,0.002820036,0.002314989,0.00280524,0.002800237,0.003358803,0.002719455,0.003039129,0.138598364,0.091796546,0.115197455,0.144760576,0.159351883,0.232547941,0.248878393,0.16595494,0.190298747,0.117445058,0.096117945,0.106781502,0.138370218,,4.86E+17,0.123770287,150,2.16E+18,0.022983193,0.006401462,130,1.85E+18,0.293110618,0.081639509,,,,,,,,,,,,,
60K,8.1E+17,0.68556,0.10594344,50,8.1E+17,,0.160984063,0.46421,0.086220282,0.55444,0.096407581,0.5671,0.210551719,,,0.138540911,0.058314999,60K,7.575E+17,0.5908,0.085685279,0.43635,0.068350564,0.37039,0.054759018,0.49303,0.074039646,0.070708627,0.012849725,62.5,7.575E+17,0.55768,0.086261408,0.41565,0.068027823,0.077144615,0.009116792,60K,8.1E+17,0.4114,0.488888889,0.32518,0.315923443,0.402406166,0.12230504,50,8.1E+17,0.6737,0.616038771,0.2796,0.373397436,0.6629,0.705588079,0.7393,0.85399099,0.6598,0.677899928,0.652719108,0.175382814,60K,7.575E+17,0.2233,0.323,0.2645,0.303,0.313,0.014142136,62.5,7.575E+17,0.4308,0.496599424,,,0.004525553,,0.004426501,0.004633725,0.021614151,0.010224792,0.003435009,0.002959349,0.002237656,0.0030733,0.002926328,0.003688113,0.003077458,0.003382785,0.160875405,0.084899769,0.122887587,0.156154114,0.137976501,0.208378887,0.274192935,0.193192489,0.193978985,0.12895318,0.096190783,0.112571981,0.158524282,,6.48E+17,0.128203883,,,,,150,2.16E+18,0.205664017,0.057283184,,,,,,,,,,,,,
70K,9.72E+17,0.72284,0.111704528,60,9.72E+17,1.05007,0.162474083,0.53189,0.098790862,0.59404,0.10329334,0.44434,0.164973639,,,0.132382981,0.036250348,70K,9.09E+17,0.61529,0.089237128,0.44235,0.069290414,0.39131,0.057851863,0.50107,0.075247034,0.07290661,0.013062487,75,9.09E+17,0.5813,0.089914927,0.42096,0.06889689,0.079405908,0.010509018,70K,9.72E+17,0.4091,0.486155674,0.33127,0.321840086,0.40399788,0.116188667,60,9.72E+17,0.7608,0.69568398,0.3822,0.510416667,0.6684,0.711442257,0.7686,0.887836433,0.6674,0.685708415,0.698850943,0.133755638,70K,9.09E+17,0.1966,0.284,0.2601,0.298,0.291,0.009899495,75,9.09E+17,0.469,0.540634006,,,0.004771693,0.006949761,0.005071959,0.004964734,0.016933098,0.008479888,0.003577415,0.003000044,0.002364047,0.003123422,0.003016232,0.003844339,0.003116776,0.003480557,0.159972715,0.086492303,0.123232509,0.176484447,0.188783788,0.210121176,0.285188438,0.195433804,0.21120233,0.113513689,0.094588414,0.104051051,0.172641789,,8.1E+17,0.138540911,,,,,,,,,,,,,,,,,,,,,
80K,1.134E+18,0.73066,0.112912996,20K,1.134E+18,,,,,,,,,,,,,80K,1.0605E+18,0.62903,0.091229877,0.44257,0.069324875,0.37642,0.055650503,0.50108,0.075248536,0.072863447,0.01474021,20K,1.0605E+18,0.5953,0.092080433,0.45271,0.07409329,0.083086861,0.008993572,80K,1.134E+18,0.415,0.493166964,0.32886,0.319498688,0.406332826,0.122802016,20K,1.134E+18,,,0.3969,0.530048077,0.6775,0.72112826,0.7512,0.867737091,0.7149,0.734511456,0.713356221,0.13897635,80K,1.0605E+18,0.1922,0.278,0.2633,0.302,0.29,0.016970563,20K,1.0605E+18,0.4477,0.516080692,,,0.004823326,,,,,,0.003657312,0.003001536,0.002274087,0.003123484,0.003014105,0.003936938,0.003351871,0.003644404,0.162288423,0.085862072,0.124075247,,0.196075588,0.213004601,0.27865692,0.209454692,0.22429795,0.110970134,0.095753762,0.103361948,0.164768158,,9.72E+17,0.132382981,,,,,,,,,,,,,,,,,,,,,
90K,1.296E+18,0.7309,0.112950085,30K,1.296E+18,1.0899,0.168636856,0.482,0.089524517,0.62372,0.108454182,0.35339,0.131205911,,,0.124455366,0.034028302,90K,1.212E+18,0.65226,0.094598985,0.44303,0.06939693,0.37126,0.05488764,0.50082,0.075209491,0.073523261,0.016445288,30K,1.212E+18,0.61565,0.095228152,0.4585,0.075040917,0.085134534,0.010093618,90K,1.296E+18,0.4337,0.515389186,0.34923,0.339288837,0.427339012,0.124521751,30K,1.296E+18,0.8377,0.766002195,0.5341,0.713274573,0.6694,0.712506653,0.7808,0.901929075,0.6895,0.708414672,0.759031243,0.082581646,90K,1.212E+18,0.2154,0.311,0.2512,0.288,0.2995,0.016263456,30K,1.212E+18,0.4521,0.521152738,,,0.00482491,0.007213485,0.004596159,0.005212831,0.013466094,0.007622142,0.003792394,0.003004656,0.002242912,0.003121863,0.003040456,0.004071538,0.003394744,0.003733141,0.169630504,0.091189667,0.130410086,0.194476581,0.264317896,0.210437991,0.289771143,0.20195445,0.232191612,0.124384062,0.091347597,0.107865829,0.166394253,,1.296E+18,0.124455366,,,,,,,,,,,,,,,,,,,,,
100K,1.458E+18,0.70417,0.108819348,40K,1.458E+18,,,,,,,,,,,,,100K,1.3635E+18,0.66708,0.096748368,0.4466,0.06995614,0.36067,0.053321999,0.50256,0.075470791,0.073874325,0.017921317,40K,1.3635E+18,0.63173,0.097715391,0.4606,0.075384615,0.086550003,0.011165388,100K,1.458E+18,0.4317,0.513012478,0.34467,0.334858642,0.42393556,0.125973786,40K,1.458E+18,,,0.5346,0.713942308,0.6356,0.676530069,0.8168,0.943513919,0.6769,0.695469023,0.75736383,0.125036459,100K,1.3635E+18,0.207,0.299,0.2558,0.293,0.296,0.004242641,40K,1.3635E+18,0.4052,0.467089337,,,0.004648424,,,,,,0.003878574,0.00302887,0.002178931,0.00313271,0.003054771,0.004177897,0.003410294,0.003794096,0.168845073,0.089996899,0.129420986,,0.264567276,0.199735608,0.303309361,0.19823622,0.241462116,0.119526583,0.09302257,0.106274576,0.149071366,,1.62E+18,0.139644475,,,,,,,,,,,,,,,,,,,,,
110K,1.62E+18,0.73551,0.113662494,50K,1.62E+18,1.15895,0.179320749,0.4851,0.090100297,0.63605,0.110598157,0.48093,0.178558699,,,0.139644475,0.046140502,110K,1.515E+18,0.69507,0.100807832,0.52189,0.081749687,0.36908,0.054565346,0.52244,0.078456225,0.078894772,0.018977583,50K,1.515E+18,0.62805,0.097146172,0.4246,0.069492635,0.083319403,0.013826768,110K,1.62E+18,0.4129,0.49067142,0.33428,0.324764403,0.407717912,0.117313977,50K,1.62E+18,0.8379,0.766185077,0.4715,0.629674145,0.6179,0.657690261,0.8245,0.952408456,0.6957,0.714784753,0.738639404,0.12776879,110K,1.515E+18,0.21,0.303,0.2486,0.285,0.294,0.012727922,50K,1.515E+18,0.4287,0.494178674,,,0.004855349,0.007670712,0.004625723,0.005315901,0.018328147,0.008985121,0.00404134,0.00353954,0.002229742,0.003256644,0.003266816,0.004153556,0.003143728,0.003648642,0.161464146,0.087279469,0.124371807,0.19452343,0.23313673,0.194135893,0.306208107,0.203784626,0.226357757,0.121261301,0.090400926,0.105831113,0.157748613,,1.944E+18,0.131433092,,,,,,,,,,,,,,,,,,,,,
120K,1.782E+18,0.81086,0.125306753,60K,1.782E+18,,,,,,,,,,,,,120K,1.6665E+18,0.7804,0.113183466,0.57974,0.090811404,0.43999,0.065048788,0.59496,0.089346749,0.089597602,0.019667855,60K,1.6665E+18,0.63084,0.097577726,0.45278,0.074104746,0.085841236,0.01173649,120K,1.782E+18,0.3998,0.475103981,0.3417,0.331973186,0.403538584,0.101208756,60K,1.782E+18,,,0.4513,0.60269765,0.7498,0.798084087,0.7697,0.889107081,0.6496,0.667420117,0.739327234,0.128743475,120K,1.6665E+18,0.2033,0.294,0.2309,0.265,0.2795,0.020506097,60K,1.6665E+18,0.4195,0.483573487,,,0.005352875,,,,,,0.004537566,0.003931936,0.002658159,0.003708752,0.003709103,0.00417201,0.00335239,0.0037622,0.156323266,0.089220074,0.12277167,,0.223091577,0.235947214,0.285601526,0.190185259,0.233706394,0.11738724,0.083957248,0.100672244,0.154350941,,2.268E+18,0.130696937,,,,,,,,,,,,,,,,,,,,,
130K,1.944E+18,0.85752,0.132517385,70K,1.944E+18,1.08556,0.167965341,0.45792,0.085052006,0.57508,0.099996522,0.4652,0.172718497,,,0.131433092,0.045381909,130K,1.818E+18,0.87266,0.126564177,0.64796,0.101497494,0.53341,0.078860142,0.69243,0.103984082,0.102726474,0.019501537,70K,1.818E+18,0.61029,0.094399072,0.39897,0.065297872,0.079848472,0.0145506,130K,1.944E+18,0.3513,0.417468806,0.27011,0.262421063,0.339944935,0.10963531,70K,1.944E+18,0.8184,0.74835406,0.3534,0.471955128,0.7487,0.796913252,0.7713,0.890955296,0.688,0.706873523,0.7166743,0.156203848,130K,1.818E+18,0.1734,0.251,0.1628,0.187,0.219,0.045254834,70K,1.818E+18,0.3769,0.434466859,,,0.005660981,0.007184749,0.004366516,0.00480625,0.017728398,0.008521478,0.00507413,0.00439469,0.003222597,0.004316437,0.004251964,0.004036085,0.002953951,0.003495018,0.137305043,0.070504917,0.10390498,0.189957007,0.174507441,0.235597692,0.286202418,0.201511723,0.217555256,0.100104502,0.05917935,0.079641926,0.138628435,,2.592E+18,0.133418186,,,,,,,,,,,,,,,,,,,,,
140K,2.106E+18,0.92028,0.142216041,80K,2.106E+18,,,,,,,,,,,,,140K,1.9695E+18,0.92321,0.133895577,0.68019,0.106546053,0.53978,0.079801892,0.71651,0.10760024,0.10696094,0.022088227,80K,1.9695E+18,0.59566,0.092136118,0.375,0.061374795,0.076755456,0.015380661,140K,2.106E+18,0.2826,0.335828877,0.2278,0.221315457,0.278572167,0.080973216,80K,2.106E+18,,,0.4259,0.568776709,0.6967,0.741564662,0.7095,0.81956798,0.639,0.656529333,0.696609671,0.108147117,140K,1.9695E+18,0.1388,0.201,0.1522,0.175,0.188,0.018384776,80K,1.9695E+18,0.3751,0.432391931,,,0.006075421,,,,,,0.005368135,0.004613323,0.003261086,0.004466572,0.004427279,0.003939319,0.002776468,0.003357893,0.11040128,0.059451887,0.084926583,,0.210471131,0.219091339,0.26302454,0.187061117,0.219912032,0.080115803,0.055324269,0.067720036,0.137964456,,2.916E+18,0.13120279,,,,,,,,,,,,,,,,,,,,,
150K,2.268E+18,0.8443,0.130474424,90K,2.268E+18,0.97472,0.150815411,0.42836,0.079561664,0.55887,0.097177882,0.52584,0.195232791,,,0.130696937,0.052624369,150K,2.121E+18,0.88536,0.128406091,0.63884,0.100068922,0.5068,0.074926079,0.69895,0.104963208,0.102091075,0.021929853,90K,2.121E+18,0.57363,0.088728538,0.33952,0.055567921,0.07214823,0.016580308,150K,2.268E+18,0.2609,0.310041592,0.2353,0.228601963,0.269321778,0.057586514,90K,2.268E+18,0.8566,0.783284565,0.469,0.62633547,0.6736,0.716977116,0.6776,0.782719187,0.659,0.677077982,0.700777439,0.068055292,150K,2.121E+18,0.1611,0.233,0.1839,0.211,0.222,0.015556349,90K,2.121E+18,0.3716,0.428357349,,,0.005573685,0.006450884,0.004084616,0.004670754,0.020040625,0.00881172,0.005147994,0.004332826,0.003061819,0.004357088,0.004224931,0.003793608,0.002513764,0.003153686,0.101910774,0.061410816,0.081660795,0.19890518,0.231893101,0.211768735,0.251084925,0.192956592,0.217321707,0.092997483,0.066854378,0.07992593,0.136673466,,3.24E+18,0.129131704,,,,,,,,,,,,,,,,,,,,,
160K,2.43E+18,0.8178,0.12637923,100K,2.43E+18,,,,,,,,,,,,,160K,2.2725E+18,0.85044,0.123341552,0.54746,0.085755013,0.48825,0.072183619,0.64762,0.097254843,0.094633757,0.021709049,100K,2.2725E+18,0.55743,0.086222738,0.34584,0.056602291,0.071412515,0.014810223,160K,2.43E+18,0.2638,0.313487819,0.247,0.239968911,0.276728365,0.051985718,100K,2.43E+18,,,0.387,0.516826923,0.7161,0.762213944,0.7003,0.808940742,0.5858,0.601869927,0.672462884,0.136488554,160K,2.2725E+18,0.1494,0.216,0.2132,0.244,0.23,0.01979899,100K,2.2725E+18,0.3588,0.413602306,,,0.0053987,,,,,,0.0049449,0.00371298,0.00294974,0.00403706,0.00391117,0.00368646,0.002560559,0.003123509,0.103045262,0.06446705,0.083756156,,0.191164408,0.22524575,0.259579492,0.171396559,0.211846552,0.086238414,0.077515176,0.081876795,0.131953,,3.564E+18,0.124674662,,,,,,,,,,,,,,,,,,,,,
170K,2.592E+18,0.75027,0.11594344,110K,2.592E+18,0.97071,0.150194956,0.41522,0.0771211,0.56338,0.097962094,0.56129,0.208394594,,,0.133418186,0.05867827,170K,2.424E+18,0.80844,0.117250181,0.49658,0.077785088,0.47199,0.069779716,0.5378,0.080762877,0.086394466,0.021086815,110K,2.424E+18,0.58532,0.090536736,0.34948,0.057198036,0.073867386,0.01666935,170K,2.592E+18,0.2386,0.283541295,0.16846,0.163664626,0.223602961,0.084765606,110K,2.592E+18,0.8111,0.741678859,0.4562,0.609241453,0.7858,0.836402342,0.7703,0.889800162,0.6232,0.640295901,0.743934965,0.121155212,170K,2.424E+18,0.1165,0.168,0.1491,0.171,0.1695,0.00212132,110K,2.424E+18,0.372,0.428818444,,,0.004952804,0.006424336,0.003959309,0.004708452,0.021392562,0.009121165,0.004700637,0.003367868,0.002851499,0.0033524,0.003568101,0.003870928,0.00258751,0.003229219,0.09318878,0.043957614,0.068573197,0.188248242,0.225527572,0.247394442,0.285826855,0.18240627,0.225880676,0.067237986,0.054196913,0.06071745,0.136821003,,3.888E+18,0.090310713,,,,,,,,,,,,,,,,,,,,,
180K,2.754E+18,0.69235,0.106992737,120K,2.754E+18,,,,,,,,,,,,,180K,2.5755E+18,0.7436,0.107846265,0.41334,0.064746241,0.41063,0.060708161,0.53246,0.079960955,0.078315405,0.021361311,120K,2.5755E+18,0.62843,0.09720495,0.37262,0.06098527,0.07909511,0.01810984,180K,2.754E+18,0.1663,0.197623292,0.12531,0.121742932,0.159683112,0.053655517,120K,2.754E+18,,,0.3123,0.417067308,0.7396,0.787227249,0.7783,0.899041238,0.5833,0.599301346,0.675659285,0.212169157,180K,2.5755E+18,0.1035,0.15,0.0788,0.0904,0.1202,0.042143564,120K,2.5755E+18,0.3317,0.382363112,,,0.004570383,,,,,,0.004323557,0.002803283,0.002480773,0.00331911,0.003231681,0.00415607,0.002758846,0.003457458,0.064930167,0.032695111,0.048812639,,0.154154344,0.232706754,0.288831851,0.17066104,0.211588497,0.059732274,0.028638634,0.044185454,0.121963219,,4.212E+18,0.089539112,,,,,,,,,,,,,,,,,,,,,
190K,2.916E+18,0.68386,0.105680729,130K,2.916E+18,0.98089,0.151770076,0.5334,0.099071322,0.62831,0.109252304,0.44365,0.164717458,,,0.13120279,0.031940054,190K,2.727E+18,0.721,0.104568528,0.40628,0.063640351,0.38713,0.057233885,0.50092,0.075224508,0.075166818,0.020967542,130K,2.727E+18,0.68494,0.105945862,0.45686,0.074772504,0.090359183,0.015586679,190K,2.916E+18,0.1337,0.158882947,0.10765,0.104585641,0.131734294,0.038393993,130K,2.916E+18,0.711,0.650146306,0.4905,0.655048077,0.6041,0.643001597,0.7371,0.851449694,0.5344,0.549059899,0.674639817,0.110563112,190K,2.727E+18,0.0667,0.0964,0.0818,0.0938,0.0951,0.001838478,130K,2.727E+18,0.2991,0.344783862,,,0.004514328,0.006491733,0.00508636,0.0052512,0.016906792,0.008434021,0.004192129,0.002755399,0.002338793,0.003122486,0.003102202,0.004529856,0.003382601,0.003956228,0.052196243,0.028086529,0.040141386,0.164854513,0.242592272,0.189772219,0.273367921,0.156284459,0.205374277,0.038490235,0.029729083,0.034109659,0.109953257,,4.536E+18,0.081599011,,,,,,,,,,,,,,,,,,,,,
200K,3.078E+18,0.66751,0.103154072,140K,3.078E+18,,,,,,,,,,,,,200K,2.8785E+18,0.73316,0.106332125,0.39647,0.062103697,0.3843,0.056815494,0.50364,0.075632978,0.075221073,0.022202838,140K,2.8785E+18,0.73975,0.114423821,,0.070927169,0.092675495,,200K,3.078E+18,0.1171,0.139156269,0.08484,0.082424949,0.110790609,0.040115101,140K,3.078E+18,,,0.4922,0.657318376,0.5888,0.626716339,0.7214,0.833314081,0.5136,0.527689304,0.661259525,0.127347999,200K,2.8785E+18,0.0726,0.105,0.0825,0.0946,0.0998,0.007353911,140K,2.8785E+18,0.2518,0.290259366,,,0.00440638,,,,,,0.004262844,0.002688863,0.002321695,0.003139443,0.003103211,0.004892413,,0.004892413,0.045713552,0.022134553,0.033924052,,0.243438641,0.184936436,0.267482656,0.150174886,0.211508155,0.041895475,0.029983523,0.035939499,0.092540349,,4.86E+18,0.060955972,,,,,,,,,,,,,,,,,,,,,
210K,3.24E+18,0.68217,0.105419564,150K,3.24E+18,1.0826,0.16750735,0.5423,0.100724369,0.69612,0.121043297,0.34274,0.127251801,,,0.129131704,0.027979893,210K,3.03E+18,0.74098,0.10746628,0.400785,0.062779605,0.38815,0.057384684,0.51069,0.076691695,0.076080566,0.022449113,150K,3.03E+18,0.72597,0.112292343,0.40987,0.067081833,0.089687088,0.022605255,210K,3.24E+18,0.0721,0.085680333,0.09197,0.089351987,0.08751616,0.002596251,150K,3.24E+18,0.6599,0.603419898,0.5057,0.675347222,0.6709,0.714103246,0.7234,0.83562435,0.5577,0.572999075,0.699518473,0.103340314,210K,3.03E+18,0.0466,0.0673,0.0866,0.0993,0.0833,0.022627417,150K,3.03E+18,0.2446,0.281959654,,,0.00450317,0.007165149,0.005171241,0.005818055,0.013060167,0.007803653,0.00430832,0.00271813,0.002344956,0.003183393,0.0031387,0.00480126,0.00303466,0.00391796,0.028143811,0.023994974,0.026069392,0.152937347,0.250161872,0.210913235,0.268232146,0.163132276,0.209075375,0.026890239,0.031473836,0.029182037,0.089890937,,5.184E+18,0.056359544,,,,,,,,,,,,,,,,,,,,,
220K,3.402E+18,0.62846,0.097119456,160K,3.402E+18,,,,,,,,,,,,,220K,3.1815E+18,0.69081,0.100189993,0.37573,0.05885495,0.38284,0.056599645,0.4912,0.07376483,0.072352354,0.020060384,160K,3.1815E+18,0.68213,0.105511214,0.35822,0.058628478,0.082069846,0.023441368,220K,3.402E+18,0.0634,0.075341652,0.04826,0.046886233,0.061113943,0.02012102,160K,3.402E+18,,,0.4768,0.636752137,0.7967,0.848004258,0.706,0.815525009,0.5403,0.555121751,0.713850789,0.140799988,220K,3.1815E+18,0.0568,0.0821,0.0285,0.0327,0.0574,0.034931075,160K,3.1815E+18,0.2172,0.25037464,,,0.004148564,,,,,,0.004016567,0.002548197,0.002312875,0.003061892,0.002984883,0.004511269,0.002652224,0.003581746,0.024747498,0.01259047,0.018668984,,0.235773621,0.250863655,0.261713765,0.158018058,0.226592275,0.032776644,0.010357312,0.021566978,0.079811006,,5.508E+18,0.046316294,,,,,,,,,,,,,,,,,,,,,
230K,3.564E+18,0.61152,0.094501623,170K,3.564E+18,0.91326,0.141305895,0.46543,0.08644688,0.57287,0.099612241,0.46147,0.17133363,,,0.124674662,0.038915059,230K,3.333E+18,0.66053,0.095798405,0.34466,0.053988095,0.35337,0.052242756,0.45458,0.068265505,0.06757369,0.020138844,170K,3.333E+18,0.6306,0.097540603,0.40174,0.065751228,0.081645915,0.015894688,230K,3.564E+18,0.0486,0.057754011,0.03945,0.038327018,0.048040515,0.013736958,170K,3.564E+18,0.3701,0.338423555,0.332,0.443376068,0.542,0.576902608,0.5032,0.581263717,0.3864,0.396999897,0.499635573,0.108540331,230K,3.333E+18,0.052,0.0751,0.0311,0.0357,0.0554,0.027860007,170K,3.333E+18,0.1511,0.174178674,,,0.004036724,0.006044,0.004438136,0.004787777,0.017586186,0.008214025,0.003840485,0.00233747,0.002134828,0.002833604,0.002786597,0.004170423,0.002974462,0.003572442,0.018970136,0.010291986,0.014631061,0.085608748,0.163907108,0.170158417,0.186067455,0.112876704,0.143723687,0.030006533,0.011302208,0.02065437,0.055508399,,5.832E+18,0.036598105,,,,,,,,,,,,,,,,,,,,,
